timestamp,speed_kmh,rpm,throttle,acceleration,jerk
1785085383.1912682,0.0,1204.75,34.90196078431372,0,0
1785085383.8170161,0.0,1205.5,34.90196078431372,0.0,0.0
1785085384.4601927,0.0,1208.75,34.90196078431372,0.0,0.0
1785085385.0874898,0.0,1206.0,34.509803921568626,0.0,0.0
1785085385.719645,0.0,1212.0,34.509803921568626,0.0,0.0
1785085386.3487928,0.0,1190.0,34.509803921568626,0.0,0.0
1785085386.9815314,0.0,1207.75,34.509803921568626,0.0,0.0
1785085387.5990713,0.0,1203.0,34.509803921568626,0.0,0.0
1785085388.2243745,0.0,1185.0,34.509803921568626,0.0,0.0
1785085388.8612754,0.0,1196.5,34.509803921568626,0.0,0.0
1785085389.5080376,0.0,1197.0,34.509803921568626,0.0,0.0
1785085390.1322937,0.0,1194.5,34.509803921568626,0.0,0.0
1785085390.7493892,0.0,1186.5,34.509803921568626,0.0,0.0
1785085391.3752415,0.0,1194.0,34.509803921568626,0.0,0.0
1785085392.007366,0.0,1196.5,34.509803921568626,0.0,0.0
1785085392.6313188,0.0,1197.75,34.509803921568626,0.0,0.0
1785085393.2576458,0.0,1191.25,35.294117647058826,0.0,0.0
1785085393.8858547,0.0,1230.75,36.470588235294116,0.0,0.0
1785085394.508547,0.0,1190.75,38.8235294117647,0.0,0.0
1785085395.143648,0.0,1173.5,38.431372549019606,0.0,0.0
1785085395.7753441,0.0,1184.5,38.431372549019606,0.0,0.0
1785085396.411722,0.0,1329.25,33.72549019607843,0.0,0.0
1785085397.0374901,0.0,1212.0,37.64705882352941,0.0,0.0
1785085397.6711316,0.0,1287.25,33.333333333333336,0.0,0.0
1785085398.2991707,0.0,1237.0,33.333333333333336,0.0,0.0
1785085398.9310784,0.0,1191.75,32.549019607843135,0.0,0.0
1785085399.5605693,0.0,1143.5,32.94117647058823,0.0,0.0
1785085400.1942694,0.0,1110.5,33.333333333333336,0.0,0.0
1785085400.825811,0.0,1128.25,32.94117647058823,0.0,0.0
1785085401.4488575,0.0,1130.0,32.94117647058823,0.0,0.0
1785085402.0832033,0.0,1140.25,32.15686274509804,0.0,0.0
1785085402.712466,0.0,1165.75,33.72549019607843,0.0,0.0
1785085403.3488889,0.0,1155.5,32.94117647058823,0.0,0.0
1785085403.97438,0.0,1190.25,31.764705882352942,0.0,0.0
1785085404.5995882,0.0,1171.25,32.94117647058823,0.0,0.0
1785085405.2498226,0.0,1213.75,36.470588235294116,0.0,0.0
1785085405.8750412,0.0,1123.5,32.15686274509804,0.0,0.0
1785085406.499492,0.0,1105.5,31.764705882352942,0.0,0.0
1785085407.1383853,0.0,1104.25,31.372549019607842,0.0,0.0
1785085407.7682116,0.0,972.0,32.549019607843135,0.0,0.0
