timestamp,speed_kmh,rpm,throttle,acceleration,jerk
1785104637.4207454,0.0,872.25,26.666666666666668,0,0
1785104638.045722,0.0,876.75,26.666666666666668,0.0,0.0
1785104638.663242,0.0,871.0,26.666666666666668,0.0,0.0
1785104639.281343,0.0,860.75,26.666666666666668,0.0,0.0
1785104639.900164,0.0,864.5,26.666666666666668,0.0,0.0
1785104640.5251029,0.0,862.25,23.137254901960784,0.0,0.0
1785104641.1569798,0.0,854.75,22.352941176470587,0.0,0.0
1785104641.775538,0.0,869.75,22.352941176470587,0.0,0.0
1785104642.3985095,0.0,866.0,22.352941176470587,0.0,0.0
1785104643.0286555,0.0,866.25,21.96078431372549,0.0,0.0
1785104643.6631527,0.0,860.75,21.96078431372549,0.0,0.0
1785104644.2870698,0.0,856.25,22.352941176470587,0.0,0.0
1785104644.9124377,0.0,854.75,22.352941176470587,0.0,0.0
1785104645.5370944,0.0,831.25,22.745098039215687,0.0,0.0
1785104646.1746347,0.0,849.0,22.352941176470587,0.0,0.0
1785104646.8005073,0.0,852.25,22.352941176470587,0.0,0.0
1785104647.4257805,0.0,843.0,22.352941176470587,0.0,0.0
1785104648.0471501,0.0,852.0,22.352941176470587,0.0,0.0
1785104648.6757598,0.0,847.5,22.352941176470587,0.0,0.0
1785104649.300393,0.0,843.75,22.352941176470587,0.0,0.0
1785104649.925142,0.0,851.0,22.352941176470587,0.0,0.0
1785104650.5636022,0.0,853.25,22.352941176470587,0.0,0.0
1785104651.195954,0.0,841.5,22.352941176470587,0.0,0.0
1785104651.824543,0.0,835.5,22.352941176470587,0.0,0.0
1785104652.4503157,0.0,841.25,22.352941176470587,0.0,0.0
1785104653.0755706,0.0,835.75,22.352941176470587,0.0,0.0
1785104653.7000332,0.0,848.0,22.352941176470587,0.0,0.0
1785104654.3223176,0.0,835.5,22.352941176470587,0.0,0.0
1785104654.937309,0.0,843.75,22.352941176470587,0.0,0.0
1785104655.5631194,0.0,848.25,22.352941176470587,0.0,0.0
1785104656.196278,0.0,838.25,22.352941176470587,0.0,0.0
1785104656.8124468,0.0,838.5,22.352941176470587,0.0,0.0
1785104657.4500582,0.0,836.5,25.49019607843137,0.0,0.0
1785104658.0750382,0.0,820.75,26.274509803921568,0.0,0.0
1785104658.6977937,0.0,829.5,27.84313725490196,0.0,0.0
1785104659.3264117,0.0,840.75,27.45098039215686,0.0,0.0
1785104659.957092,0.0,835.75,26.274509803921568,0.0,0.0
1785104660.575868,0.0,839.75,26.274509803921568,0.0,0.0
1785104661.2002683,0.0,827.75,26.666666666666668,0.0,0.0
1785104661.8334472,0.0,831.25,26.666666666666668,0.0,0.0
1785104662.4638367,0.0,837.5,27.45098039215686,0.0,0.0
1785104663.100392,0.0,823.25,27.84313725490196,0.0,0.0
1785104663.7252097,0.0,850.25,30.19607843137255,0.0,0.0
1785104665.576453,0.0,923.75,30.980392156862745,0.0,0.0
1785104666.2013342,0.0,1469.75,35.294117647058826,0.0,0.0
1785104666.8318691,0.0,1252.5,34.90196078431372,0.0,0.0
1785104667.458851,0.0,1211.75,36.470588235294116,0.0,0.0
1785104668.0977428,4.0,1132.75,35.294117647058826,6.260842047597759,9.799535786242025
1785104668.731761,6.0,929.5,31.372549019607842,3.1544836637191103,-4.899478387801047
